"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Pauly D.; Smith N.; Butler M.","Pauly, Daniel (7007030396); Smith, Nicola (57606518900); Butler, Mark (55666769300)","7007030396; 57606518900; 55666769300","Growth and related traits of the sheepswool sponge (Hippospongia lachne): practical and theoretical considerations","2022","Fishery Bulletin","120","2","","99","112","13","1","10.7755/FB.120.2.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128671694&doi=10.7755%2fFB.120.2.1&partnerID=40&md5=fd4c84cbba85ad2997f3d8d6b0ab5db5","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85128671694"
"Seary R.; Spencer T.; Bithell M.; McOwen C.; Ota Y.","Seary, Rachel (57196481200); Spencer, Tom (55156903100); Bithell, Mike (6603602457); McOwen, Chris (56160695800); Ota, Yoshitaka (36183559300)","57196481200; 55156903100; 6603602457; 56160695800; 36183559300","Defining mangrove-fisheries: A typology from the Perancak Estuary, Bali, Indonesia","2021","PLoS ONE","16","4 April","e0249173","","","","5","10.1371/journal.pone.0249173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104527698&doi=10.1371%2fjournal.pone.0249173&partnerID=40&md5=401628480b7c1d199807f83561609c73","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85104527698"
"Veloy C.; Hidalgo M.; Pennino M.G.; Garcia E.; Esteban A.; García-Ruiz C.; Certain G.; Vaz S.; Jadaud A.; Coll M.","Veloy, Carlos (57215664737); Hidalgo, Manuel (26534464000); Pennino, Maria Grazia (40762087900); Garcia, Encarnación (57225720705); Esteban, Antonio (7101778786); García-Ruiz, Cristina (56406993300); Certain, Gregoire (6508101392); Vaz, Sandrine (23470974600); Jadaud, Angélique (54383338800); Coll, Marta (57200581637)","57215664737; 26534464000; 40762087900; 57225720705; 7101778786; 56406993300; 6508101392; 23470974600; 54383338800; 57200581637","Spatial-temporal variation of the Western Mediterranean Sea biodiversity along a latitudinal gradient","2022","Ecological Indicators","136","","108674","","","","4","10.1016/j.ecolind.2022.108674","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124685503&doi=10.1016%2fj.ecolind.2022.108674&partnerID=40&md5=8b2e0c921de07c4f871b6a2f57f00596","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85124685503"
"Sabino M.A.; Bodin N.; Govinden R.; Arrisol R.; Churlaud C.; Pethybridge H.; Bustamante P.","Sabino, Magali A. (57221847299); Bodin, Nathalie (55879231600); Govinden, Rodney (57204876596); Arrisol, Rona (57219173440); Churlaud, Carine (8605636200); Pethybridge, Heidi (16425724700); Bustamante, Paco (7005942456)","57221847299; 55879231600; 57204876596; 57219173440; 8605636200; 16425724700; 7005942456","The role of tropical small-scale fisheries in trace element delivery for a Small Island Developing State community, the Seychelles","2022","Marine Pollution Bulletin","181","","113870","","","","4","10.1016/j.marpolbul.2022.113870","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133875381&doi=10.1016%2fj.marpolbul.2022.113870&partnerID=40&md5=f03710a8dcbd187f8a0a5e1a90cab195","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85133875381"
"Scarcella G.; Angelini S.; Armelloni E.N.; Costantini I.; De Felice A.; Guicciardi S.; Leonori I.; Masnadi F.; Scanu M.; Coro G.","Scarcella, Giuseppe (36922781200); Angelini, Silvia (56800492900); Armelloni, Enrico Nicola (57211115712); Costantini, Ilaria (57192417158); De Felice, Andrea (14420671500); Guicciardi, Stefano (6603852767); Leonori, Iole (7801460955); Masnadi, Francesco (57201300744); Scanu, Martina (57204460866); Coro, Gianpaolo (13104305800)","36922781200; 56800492900; 57211115712; 57192417158; 14420671500; 6603852767; 7801460955; 57201300744; 57204460866; 13104305800","The potential effects of COVID-19 lockdown and the following restrictions on the status of eight target stocks in the Adriatic Sea","2022","Frontiers in Marine Science","9","","920974","","","","5","10.3389/fmars.2022.920974","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140318125&doi=10.3389%2ffmars.2022.920974&partnerID=40&md5=5712105e3ca5a170458ee53f9a72327d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85140318125"
"Armelloni E.N.; Scanu M.; Masnadi F.; Coro G.; Angelini S.; Scarcella G.","Armelloni, Enrico Nicola (57211115712); Scanu, Martina (57204460866); Masnadi, Francesco (57201300744); Coro, Gianpaolo (13104305800); Angelini, Silvia (56800492900); Scarcella, Giuseppe (36922781200)","57211115712; 57204460866; 57201300744; 13104305800; 56800492900; 36922781200","Data Poor Approach for the Assessment of the Main Target Species of Rapido Trawl Fishery in Adriatic Sea","2021","Frontiers in Marine Science","8","","552076","","","","8","10.3389/fmars.2021.552076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109182212&doi=10.3389%2ffmars.2021.552076&partnerID=40&md5=2adde9e2a46ead60a3863a7a5f41ca13","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85109182212"
"Dreujou E.; Desroy N.; Carrière J.; Tréau de Coeli L.; McKindsey C.W.; Archambault P.","Dreujou, Elliot (57218996277); Desroy, Nicolas (6602577984); Carrière, Julie (57222902398); Tréau de Coeli, Lisa (57222902197); McKindsey, Christopher W. (6602634974); Archambault, Philippe (7004147881)","57218996277; 6602577984; 57222902398; 57222902197; 6602634974; 7004147881","Determining the Ecological Status of Benthic Coastal Communities: A Case in an Anthropized Sub-Arctic Area","2021","Frontiers in Marine Science","8","","637546","","","","14","10.3389/fmars.2021.637546","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104184613&doi=10.3389%2ffmars.2021.637546&partnerID=40&md5=70bdd25cac07a5d9a268ca818c719073","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85104184613"
"Warahma M.; Nadiarti N.; Umar M.T.; Nafie Y.A.L.; Priosambodo D.; Suwarni; Parawansa B.S.","Warahma, Mawaddatan (57224541139); Nadiarti, N. (57221441941); Umar, Moh. Tauhid (57205494121); Nafie, Yayu A. La (57208473972); Priosambodo, Dody (57201352553); Suwarni (57195537801); Parawansa, Basse Siang (57216856139)","57224541139; 57221441941; 57205494121; 57208473972; 57201352553; 57195537801; 57216856139","Population dynamics of mantis shrimp (Gonodactylus chiragra Fabricius, 1781) in Batukalasi waters, South Sulawesi, Indonesia","2021","IOP Conference Series: Earth and Environmental Science","763","1","012038","","","","0","10.1088/1755-1315/763/1/012038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107830994&doi=10.1088%2f1755-1315%2f763%2f1%2f012038&partnerID=40&md5=536f6fe8e3efc8e3245d3fe3987bd75a","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85107830994"
"Jesintha N.; Jayakumar N.; Karuppasamy K.; Ahilan B.; Manikandavelu D.; Uma A.; Madhavi K.","Jesintha, N. (57727239300); Jayakumar, N. (57191624902); Karuppasamy, K. (57209304323); Ahilan, B. (56766110500); Manikandavelu, D. (57221786498); Uma, A. (12138835800); Madhavi, K. (57726700600)","57727239300; 57191624902; 57209304323; 56766110500; 57221786498; 12138835800; 57726700600","An Annotated Checklist of Finfish and Shellfish Diversity of Pulicat Lake, Southeast Coast of India","2022","Indian Journal of Animal Research","56","4","","468","475","7","0","10.18805/IJAR.B-4740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131307048&doi=10.18805%2fIJAR.B-4740&partnerID=40&md5=37898055d075bb616b4f8b3bdc77324a","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85131307048"
"Calò A.; Di Franco A.; Quattrocchi F.; Dimitriadis C.; Ventura P.; Milazzo M.; Guidetti P.","Calò, Antonio (55611384700); Di Franco, Antonio (24823878600); Quattrocchi, Federico (57190287819); Dimitriadis, Charalampos (24447868900); Ventura, Patricia (57191915979); Milazzo, Marco (7005837537); Guidetti, Paolo (7004788329)","55611384700; 24823878600; 57190287819; 24447868900; 57191915979; 7005837537; 7004788329","Multi-specific small-scale fisheries rely on few, locally essential, species: Evidence from a multi-area study in the Mediterranean","2022","Fish and Fisheries","23","6","","1299","1312","13","5","10.1111/faf.12689","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133713569&doi=10.1111%2ffaf.12689&partnerID=40&md5=a051ab0ba68ac1551ecf7ed5acf8ed8d","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85133713569"
"Nadiarti N.; La Nafie Y.A.; Priosambodo D.; Tauhid Umar M.; Wahyuni Rahim S.; Fajryati Inaku D.; Huda Musfirah N.; Age Paberu D.; Mary Moore A.","Nadiarti, Nadiarti (57221441941); La Nafie, Yayu A. (37110997400); Priosambodo, Dody (57201352553); Tauhid Umar, Moh. (57321030500); Wahyuni Rahim, Sri (57321030600); Fajryati Inaku, Dwi (57321334500); Huda Musfirah, Nurul (57321184900); Age Paberu, Desti (57321334600); Mary Moore, Abigail (57321109400)","57221441941; 37110997400; 57201352553; 57321030500; 57321030600; 57321334500; 57321184900; 57321334600; 57321109400","Restored seagrass beds support Macroalgae and Sea Urchin communities","2021","IOP Conference Series: Earth and Environmental Science","860","1","012014","","","","3","10.1088/1755-1315/860/1/012014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118409351&doi=10.1088%2f1755-1315%2f860%2f1%2f012014&partnerID=40&md5=3f2151ff466cb7ff8e8cb836063d254c","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85118409351"
"Al Ashwal A.A.; Abdelbary E.M.M.","Al Ashwal, Aisha A. (57389557300); Abdelbary, Ekhlas M. M. (58110141200)","57389557300; 58110141200","Marine Macroalgae in Qatar Marine Zone","2021","The Arabian Seas: Biodiversity, Environmental Challenges and Conservation Measures","","","","363","410","47","1","10.1007/978-3-030-51506-5_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113800619&doi=10.1007%2f978-3-030-51506-5_15&partnerID=40&md5=8fa60a8bc22c6296d389874c888a2e5c","Book chapter","Final","","Scopus","2-s2.0-85113800619"
"Lejeune B.; Kopp D.; Mehault S.; Mouchet M.A.","Lejeune, Benjamin (57201057312); Kopp, Dorothée (26027515400); Mehault, Sonia (35810627000); Mouchet, Maud Aline (56366255900)","57201057312; 26027515400; 35810627000; 56366255900","Assessing the diet and trophic level of marine fauna in a fishing ground subject to discarding activity using stable isotopes","2022","PLoS ONE","17","6 June","e0268758","","","","1","10.1371/journal.pone.0268758","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131772475&doi=10.1371%2fjournal.pone.0268758&partnerID=40&md5=cf960ef009c9bc2661dedd11d71a06f9","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85131772475"
"Velázquez-Chiquito V.M.; Méndez-Macías J.S.; Estupiñán-Montaño C.; Galván-Magaña F.","Velázquez-Chiquito, Vanessa Maribel (57211278993); Méndez-Macías, José Sebastian (57211283572); Estupiñán-Montaño, Colombo (35088090000); Galván-Magaña, Felipe (6701865332)","57211278993; 57211283572; 35088090000; 6701865332","Dietary ecology and trophic level of adults of the Chilean angel shark Squatina armata Philippi 1887 in the Central-Eastern Pacific Ocean","2021","Regional Studies in Marine Science","43","","101675","","","","1","10.1016/j.rsma.2021.101675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101305822&doi=10.1016%2fj.rsma.2021.101675&partnerID=40&md5=49f420af909dfdc41b5cce8835ca19f9","Article","Final","","Scopus","2-s2.0-85101305822"
"Balisco R.A.T.; Gonzales B.J.; Dolorosa R.G.","Balisco, Rodulf Anthony T. (56275655000); Gonzales, Benjamin J. (57225397273); Dolorosa, Roger G. (55932907700)","56275655000; 57225397273; 55932907700","Economically Important Benthic Macroinvertebrates in the Reefs of West Sulu Sea, Palawan, Philippines","2022","Philippine Journal of Science","151","3","","1119","1133","14","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131799156&partnerID=40&md5=4332b37797221b1caf820805d6925506","Article","Final","","Scopus","2-s2.0-85131799156"
"Clarke T.M.; Wabnitz C.C.C.; Striegel S.; Frölicher T.L.; Reygondeau G.; Cheung W.W.L.","Clarke, Tayler M. (45261050400); Wabnitz, Colette C.C. (6506527945); Striegel, Sandra (57223866055); Frölicher, Thomas L. (16645242800); Reygondeau, Gabriel (36662830400); Cheung, William W.L. (57201781940)","45261050400; 6506527945; 57223866055; 16645242800; 36662830400; 57201781940","Aerobic growth index (AGI): An index to understand the impacts of ocean warming and deoxygenation on global marine fisheries resources","2021","Progress in Oceanography","195","","102588","","","","23","10.1016/j.pocean.2021.102588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106329513&doi=10.1016%2fj.pocean.2021.102588&partnerID=40&md5=3bb98be30ea9ce3408bf625deabb3acd","Article","Final","","Scopus","2-s2.0-85106329513"
"Tai T.C.; Calosi P.; Gurney-Smith H.J.; Cheung W.W.L.","Tai, Travis C. (57197731799); Calosi, Piero (22933550100); Gurney-Smith, Helen J. (26635160900); Cheung, William W. L. (57201781940)","57197731799; 22933550100; 26635160900; 57201781940","Modelling ocean acidification effects with life stage-specific responses alters spatiotemporal patterns of catch and revenues of American lobster, Homarus americanus","2021","Scientific Reports","11","1","23330","","","","4","10.1038/s41598-021-02253-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120894858&doi=10.1038%2fs41598-021-02253-8&partnerID=40&md5=e8d42769916ba719be57c152616f8ca1","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85120894858"
"Ouled-Cheikh J.; Giménez J.; Albo-Puigserver M.; Navarro J.; Fernández-Corredor E.; Bellido J.M.; Pennino M.G.; Coll M.","Ouled-Cheikh, Jazel (57218193570); Giménez, Joan (37032586500); Albo-Puigserver, Marta (55607790600); Navarro, Joan (15835212200); Fernández-Corredor, Elena (57218453255); Bellido, José María (7003268719); Pennino, Maria Grazia (40762087900); Coll, Marta (57200581637)","57218193570; 37032586500; 55607790600; 15835212200; 57218453255; 7003268719; 40762087900; 57200581637","Trophic importance of small pelagic fish to marine predators of the Mediterranean Sea","2022","Marine Ecology Progress Series","696","","","169","184","15","3","10.3354/meps14125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138500423&doi=10.3354%2fmeps14125&partnerID=40&md5=0b9ef506865db48feb209340f4932fb1","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85138500423"
"Hasan M.R.; Mamun A.-A.; Hossain M.Y.","Hasan, Md Robiul (57221053899); Mamun, Abdullah-Al (57197568567); Hossain, Md Yeamin (16042589800)","57221053899; 57197568567; 16042589800","Biometric Indices of Four Crustaceans and Two Mangrove Fishes From Coastal Waters in Bangladesh","2021","Thalassas","37","2","","561","567","6","1","10.1007/s41208-021-00355-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115052700&doi=10.1007%2fs41208-021-00355-8&partnerID=40&md5=dde646c8ce5c71938ecd70b0f36d88e0","Article","Final","","Scopus","2-s2.0-85115052700"
"Mytilineou C.; Herrmann B.; Smith C.J.; Mantopoulou-Palouka D.; Anastasopoulou A.; Siapatis A.; Sala A.; Megalofonou P.; Papadopoulou N.; Vassilopoulou V.; Stamouli C.; Kavadas S.; Lefkaditou E.; Nicolaidou A.","Mytilineou, Chryssi (7006759228); Herrmann, Bent (7101642053); Smith, Christopher J. (7501648058); Mantopoulou-Palouka, Danai (57204149808); Anastasopoulou, Aikaterini (15062454900); Siapatis, Apostolos (14018585800); Sala, Antonello (7101706705); Megalofonou, Persefoni (6603346383); Papadopoulou, Nadia (36479283300); Vassilopoulou, Vassiliki (10239996300); Stamouli, Caterina (23494275800); Kavadas, Stefanos (15826621400); Lefkaditou, Evgenia (6602330336); Nicolaidou, Artemis (7003343105)","7006759228; 7101642053; 7501648058; 57204149808; 15062454900; 14018585800; 7101706705; 6603346383; 36479283300; 10239996300; 23494275800; 15826621400; 6602330336; 7003343105","Impacts on biodiversity from codend and fisher selection in bottom trawl fishing","2022","Frontiers in Marine Science","9","","1021467","","","","2","10.3389/fmars.2022.1021467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143364371&doi=10.3389%2ffmars.2022.1021467&partnerID=40&md5=df3fe354144cb28f761cd294495d8d94","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85143364371"
"Silva M.A.; Fonseca C.T.; Olivar M.P.; Bernal A.; Spitz J.; Chouvelon T.; Jonasdottir S.; Colaço A.; Carmo V.; Sutton T.; Menezes G.; Falkenhaug T.; Bergstad O.A.; Pérez-Jorge S.","Silva, Mónica A. (17135969500); Fonseca, Catarina T. (57821225700); Olivar, M. Pilar (6701404333); Bernal, Ainhoa (54911204900); Spitz, Jérôme (16025487800); Chouvelon, Tiphaine (24479668100); Jonasdottir, Sigrún (6701573358); Colaço, Ana (10440227900); Carmo, Vanda (55790663000); Sutton, Tracey (7102027540); Menezes, Gui (55958950100); Falkenhaug, Tone (6603266437); Bergstad, Odd Aksel (6603868616); Pérez-Jorge, Sergi (56830554700)","17135969500; 57821225700; 6701404333; 54911204900; 16025487800; 24479668100; 6701573358; 10440227900; 55790663000; 7102027540; 55958950100; 6603266437; 6603868616; 56830554700","MesopTroph, a database of trophic parameters to study interactions in mesopelagic food webs","2022","Scientific Data","9","1","716","","","","4","10.1038/s41597-022-01831-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142229515&doi=10.1038%2fs41597-022-01831-3&partnerID=40&md5=baadaea3a5c8494317b0a081a1ac7297","Data paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85142229515"
"Calle-Morán M.D.; Hernández-Téllez A.R.; Tibán-Vivar E.R.; Intriago-Vera Y.E.; Del Valle-Coello I.G.; Loor-Jama B.C.; Ganchozo-López Á.R.","Calle-Morán, Marcos D. (57219554982); Hernández-Téllez, Ana R. (57727111800); Tibán-Vivar, Evelyn R. (57727011300); Intriago-Vera, Yari E. (57726467400); Del Valle-Coello, Israel G. (57727222300); Loor-Jama, Beatriz C. (57726901300); Ganchozo-López, Ángel R. (57727111900)","57219554982; 57727111800; 57727011300; 57726467400; 57727222300; 57726901300; 57727111900","Diet composition and feeding habits of the crocodile shark, Pseudocarcharias kamoharai","2022","Environmental Biology of Fishes","105","6","","685","697","12","3","10.1007/s10641-022-01277-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131296249&doi=10.1007%2fs10641-022-01277-x&partnerID=40&md5=6e0b94e5c14db3fdf29dfadf5bf6905d","Article","Final","","Scopus","2-s2.0-85131296249"
